[Header]
; AC Transport Data File (default extension .dat)
; Copyright 1998, Quantum Design, Inc. All rights reserved.
TITLE,AC Transport Datafile
FILEOPENTIME,19082565.45,08/10/2022,8:45 am
BYAPP,ACTRANSPORT,2.0,1.1
INFO,PPMS AC Transport Option Release 2.2.5. Build 2,APPNAME
INFO,Cernox-1050,SAMPLE1_MATERIAL
INFO,SN-X180867,SAMPLE1_COMMENT
INFO,1,SAMPLE1_LEAD_SEPARATION
INFO,1,SAMPLE1_CROSS_SECTION
INFO,,SAMPLE2_MATERIAL
INFO,,SAMPLE2_COMMENT
INFO,1,SAMPLE2_LEAD_SEPARATION
INFO,1,SAMPLE2_CROSS_SECTION
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,ACResist,2,4,5,6,7,8,9,10,13,14,15,16,53
FIELDGROUP,ACHall,2,4,5,6,7,8,9,10,17,18,19,20,53
FIELDGROUP,ACIVcurve,2,4,5,6,7,8,9,10,53
FIELDGROUP,ACCritCurrent,2,4,5,6,7,8,9,21,22,23,24,53
STARTUPGROUP,All
STARTUPAXIS,X,2
STARTUPAXIS,Y1,3
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Excitation (mA),Frequency (Hz),Volts ch1,Volts ch2,V Std.Dev. ch1,V Std.Dev. ch2,Res. ch1 (ohm-cm),Res. ch2 (ohm-cm),Res. Std.Dev. ch1,Res. Std.Dev. ch2,Hall ch1 (cm^3/coul),Hall ch2 (cm^3/coul),Hall Std.Dev. ch1,Hall Std.Dev. ch2,Crit.Cur. ch1 (mA),Crit.Cur. ch2 (mA),C.Cur. Std.Dev. ch1,C.Cur. Std.Dev. ch2,ACT Status (code),ACT Gain,2nd Harm. ch1 (dB),2nd Harm. ch2 (dB),3rd Harm. ch1 (dB),3rd Harm. ch2 (dB),Quad.Error ch1 (ohm-cm-rad),Quad.Error ch2 (ohm-cm-rad),Drive Signal ch1 (V),Drive Signal ch2 (V),Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19084879.325,4370,267.8541,0,0,0.0102198995029309,17,0.00070598369024965,,3.63705373041791E-7,,69.7541273588869,,0.0359355524442473,,,,,,,,,,0,5000,-76.2979060490676,,-74.2104645068156,,0.000205874614852324,,0.000705984719495523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084892.26,4370,266.7665,0,0,0.0102198995029309,17,0.000708426619413904,,3.67877725423928E-7,,69.9978650337188,,0.0363490265728858,,,,,,,,,,0,5000,-76.5612515068475,,-74.0658613978893,,0.000206084467223692,,0.000708427647202637,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084904.085,4370,265.76695,0,0,0.0102198995029309,17,0.000710666666338584,,3.68634764275918E-7,,70.2213750796756,,0.0364249552099492,,,,,,,,,,0,5000,-75.8829317069337,,-74.2153868105921,,0.00020947995356389,,0.000710667724927125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084917.085,4370,264.7006,0,0,0.0102198995029309,17,0.000712076185280607,,3.81020405084802E-7,,70.3620228270705,,0.0376495275751102,,,,,,,,,,0,5000,-76.8329496167593,,-73.0798151380299,,0.0001949980073727,,0.000712077100746409,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084927.825,4370,263.77905,0,0,0.0102198995029309,17,0.000714168094587785,,3.76939722222529E-7,,70.5707724787313,,0.0372473835053792,,,,,,,,,,0,5000,-76.5988651504568,,-72.6588671153409,,0.000196340979794443,,0.000714169019988226,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084940.83,4370,262.7071,0,0,0.0102198995029309,17,0.000716559045295284,,3.75283079449793E-7,,70.8093779906197,,0.0370849094025693,,,,,,,,,,0,5000,-76.8563298814132,,-73.8697640756397,,0.000196185918299779,,0.000716559966151706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084952.98,4370,261.69505,0,0,0.0102198995029309,17,0.000718993994593935,,3.77063700790828E-7,,71.0523905817991,,0.03726212311811,,,,,,,,,,0,5000,-76.394773767825,,-73.3577404360481,,0.000197324860873982,,0.000718994923018423,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084965.775,4370,260.52625,0,0,0.0102198995029309,17,0.000721606616863765,,3.81271296038149E-7,,71.3131534899261,,0.0376792873026753,,,,,,,,,,0,5000,-76.1338214529584,,-73.1210101204511,,0.000198913880729061,,0.000721607556885533,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084977.61,4370,259.4754,0,0,0.0102198995029309,17,0.000724133402867711,,3.807696353811E-7,,71.5653671153045,,0.0376310266911385,,,,,,,,,,0,5000,-76.3062207602042,,-73.2389589986568,,0.000199141154392995,,0.000724134341751191,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19084989.53,4370,258.5556,0,0,0.0102198995029309,17,0.000726790685119552,,3.80374683731414E-7,,71.8306253832117,,0.0375933759468234,,,,,,,,,,0,5000,-76.8964914479132,,-72.9403207114364,,0.000201352276710948,,0.00072679164145878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085003.065,4370,257.5349,0,0,0.0102198995029309,17,0.000729591883585051,,3.84051411838557E-7,,72.1102709464604,,0.0379582282195058,,,,,,,,,,0,5000,-76.8559005273584,,-73.5216340866765,,0.000201294526047142,,0.000729592835706113,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085015.865,4370,256.4264,0,0,0.0102198995029309,17,0.000732151588082187,,3.83926276570226E-7,,72.3658269634241,,0.0379472057626921,,,,,,,,,,0,5000,-76.6023223505091,,-73.4915551763359,,0.000199977866156009,,0.000732152524503076,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085027.995,4370,255.3892,0,0,0.0102198995029309,17,0.000734746946630689,,3.86515927630168E-7,,72.6249611029799,,0.0382045388020181,,,,,,,,,,0,5000,-76.5628309856626,,-73.4749562432472,,0.000200896989255279,,0.000734747888340962,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085040.24,4370,254.37385,0,0,0.0102198995029309,17,0.000737239730266213,,3.82097054755113E-7,,72.8738711586243,,0.0377690641999545,,,,,,,,,,0,5000,-76.7524681915836,,-73.7500005107392,,0.000204792125551206,,0.000737240705538779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085052.245,4370,253.40795,0,0,0.0102198995029309,17,0.000739888706041173,,3.91498924667838E-7,,73.1383961782467,,0.038699829756254,,,,,,,,,,0,5000,-76.9423722974925,,-73.4734346007344,,0.000201735063560741,,0.000739889649025824,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085064.335,4370,252.42545,0,0,0.0102198995029309,17,0.000742211160642746,,3.93779523947768E-7,,73.3703309646847,,0.038926518190151,,,,,,,,,,0,5000,-76.8662674262988,,-73.3527163847202,,0.000204911005474715,,0.000742212130507828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085076.215,4370,251.50135,0,0,0.0102198995029309,17,0.000744747225741825,,3.88480528802479E-7,,73.6236152617673,,0.0384040428929491,,,,,,,,,,0,5000,-77.3468684246187,,-73.5040198143825,,0.000203436048082575,,0.000744748178439639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085088.09,4370,250.52625,0,0,0.0102198995029309,17,0.000747185517763391,,3.89043834398054E-7,,73.8671514442925,,0.0384610280311176,,,,,,,,,,0,5000,-76.8231249661755,,-73.4804950046611,,0.000203905192872594,,0.000747186471737019,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085100.07,4370,249.46825,0,0,0.0102198995029309,17,0.00074960092295704,,3.94526736400617E-7,,74.1084179065902,,0.0390043732850204,,,,,,,,,,0,5000,-77.2800497782009,,-72.8654285029794,,0.00020650942745001,,0.000749601898301204,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085113.39,4370,248.33995,0,0,0.0102198995029309,17,0.000752581566672832,,3.91834382313607E-7,,74.4061663318395,,0.0387397965038302,,,,,,,,,,0,5000,-76.4322293268898,,-73.7301895049916,,0.000206082452605636,,0.000752582534141017,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085125.285,4370,247.3777,0,0,0.0102198995029309,17,0.000755089156424326,,3.96812353954739E-7,,74.6566785394718,,0.0392333192071103,,,,,,,,,,0,5000,-76.6834447861151,,-73.7793059559543,,0.000207750606551605,,0.000755090136353314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085137.32,4370,246.38565,0,0,0.0102198995029309,17,0.000757781077221618,,3.96499872937139E-7,,74.9256250738339,,0.0392038853955436,,,,,,,,,,0,5000,-76.9392081786325,,-73.50228497027,,0.000207844610838219,,0.000757782054553395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085149.1,4370,245.39185,0,0,0.0102198995029309,17,0.000760143786672499,,3.98176617242831E-7,,75.1616970249636,,0.0393709619639837,,,,,,,,,,0,5000,-75.8190494844407,,-73.866605209844,,0.00020729254503066,,0.00076014475579764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085162.345,4370,244.26405,0,0,0.0102198995029309,17,0.000763366519881944,,3.93921147436859E-7,,75.4837238240843,,0.0389519273146093,,,,,,,,,,0,5000,-77.2760201452783,,-73.9578934271671,,0.000208158779455621,,0.000763367492997913,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085174.55,4370,243.26645,0,0,0.0102198995029309,17,0.000765862883803769,,4.0007095949142E-7,,75.7331890139027,,0.0395614033357485,,,,,,,,,,0,5000,-76.7089034941114,,-73.6948324755216,,0.000210252357326958,,0.000765863873356551,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085187.04,4370,242.2142,0,0,0.0102198995029309,17,0.000768516136528923,,3.96060198708456E-7,,75.9983512335625,,0.0391662346898413,,,,,,,,,,0,5000,-76.6260034029535,,-74.5149604826214,,0.000210528734996582,,0.000768517125259605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085198.945,4370,241.22675,0,0,0.0102198995029309,17,0.000771185168094524,,4.0065335400948E-7,,76.2651100290215,,0.0396219147854594,,,,,,,,,,0,5000,-76.5373855980721,,-73.7802958389952,,0.000210725904177292,,0.000771186155249696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085210.815,4370,240.22435,0,0,0.0102198995029309,17,0.000773907018724379,,3.97156547763956E-7,,76.5371681852656,,0.0392775847150586,,,,,,,,,,0,5000,-76.8273093333121,,-74.5185610857226,,0.00021172125750471,,0.000773908011722405,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085221.775,4370,239.3086,0,0,0.0102198995029309,17,0.000776387425618646,,4.01022320996336E-7,,76.7851110891013,,0.0396612596837937,,,,,,,,,,0,5000,-76.3768228599923,,-73.8406132962667,,0.000214151708397228,,0.000776388438300039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085234.77,4370,238.22485,0,0,0.0102198995029309,17,0.000779433270105877,,4.03189223794717E-7,,77.0895987657548,,0.0398772495480587,,,,,,,,,,0,5000,-77.1323041957831,,-74.3912029393462,,0.000214805004704712,,0.000779434284993809,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085246.625,4370,237.25275,0,0,0.0102198995029309,17,0.000782213575267682,,4.06158858221815E-7,,77.3675633767119,,0.0401725077397831,,,,,,,,,,0,5000,-76.8902082488808,,-74.4687824399531,,0.000213936658574625,,0.000782214578388651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085259.32,4370,236.18065,0,0,0.0102198995029309,17,0.00078521224502294,,4.09418149823888E-7,,77.6673832697176,,0.0404965608492464,,,,,,,,,,0,5000,-76.4185017865126,,-74.3024069552117,,0.00021507551084999,,0.00078521325498045,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085271.385,4370,235.1523,0,0,0.0102198995029309,17,0.000787951162448895,,4.11483280557276E-7,,77.9412537738231,,0.0407023722228183,,,,,,,,,,0,5000,-76.7379418730108,,-73.5825741433541,,0.00021591764718069,,0.000787952176792785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085283.995,4370,233.98495,0,0,0.0102198995029309,17,0.000791281678885288,,4.09254234816897E-7,,78.2743075927495,,0.0404837499917193,,,,,,,,,,0,5000,-76.2315337036278,,-74.2503477586755,,0.000219341328336487,,0.000791282721246067,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085295.21,4370,233.0601,0,0,0.0102198995029309,17,0.000794246433109954,,4.15516778254743E-7,,78.5708108084164,,0.0411049350805911,,,,,,,,,,0,5000,-76.72738361912,,-73.7371436107132,,0.000217832533055257,,0.000794247457342212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085306.93,4370,232.1731,0,0,0.0102198995029309,17,0.000797401014461038,,4.19724321492734E-7,,78.8863252632396,,0.0415229800913788,,,,,,,,,,0,5000,-76.4803245892594,,-73.7197841697989,,0.000219208714753969,,0.000797402047572276,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085319.095,4370,231.19975,0,0,0.0102198995029309,17,0.000800552003120417,,4.15474200024729E-7,,79.2015079178822,,0.0411043131328049,,,,,,,,,,0,5000,-77.2878495274779,,-74.358298379206,,0.000220833600860236,,0.000800553047477449,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085330.655,4370,230.21005,0,0,0.0102198995029309,17,0.000803117684242167,,4.11513792261223E-7,,79.4581645821887,,0.0407139440722199,,,,,,,,,,0,5000,-77.1506475064334,,-74.1671446284633,,0.000220232631192876,,0.000803118719604558,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085341.75,4370,229.2585,0,0,0.0102198995029309,17,0.000806089608263591,,4.16297923111858E-7,,79.7554823688493,,0.0411889691349439,,,,,,,,,,0,5000,-76.441084312536,,-73.8505758320915,,0.000218107261904561,,0.000806090619994867,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085354.775,4370,228.1988,0,0,0.0102198995029309,17,0.000809519365998389,,4.20203443827346E-7,,80.0986332796845,,0.0415773609781539,,,,,,,,,,0,5000,-77.9568858729396,,-73.859193366576,,0.000220087806985915,,0.000809520391822654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085366.78,4370,227.2139,0,0,0.0102198995029309,17,0.000812369103834293,,4.20942321474762E-7,,80.3837773926083,,0.0416521134459113,,,,,,,,,,0,5000,-77.3041572928866,,-74.1224136491174,,0.00022320295477844,,0.000812370155202209,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085378.865,4370,226.2105,0,0,0.0102198995029309,17,0.00081530818542297,,4.23541340699635E-7,,80.6778848124705,,0.041910991976263,,,,,,,,,,0,5000,-77.4555976696729,,-73.7419479115078,,0.000225166347135293,,0.000815309251511811,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085390.915,4370,225.25305,0,0,0.0102198995029309,17,0.000818375652757267,,4.23863481889461E-7,,80.9848650623931,,0.04194465405899,,,,,,,,,,0,5000,-77.0993256254603,,-73.9296216604238,,0.000221834569028806,,0.000818376683651225,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085402.155,4370,224.32635,0,0,0.0102198995029309,17,0.000821058972067107,,4.18646281664513E-7,,81.2534226682051,,0.0414299101377111,,,,,,,,,,0,5000,-77.6437450217015,,-74.1596667108178,,0.000225123858325917,,0.000821060030289471,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085413.405,4370,223.35535,0,0,0.0102198995029309,17,0.000824129705776011,,4.27256246814317E-7,,81.5607788058252,,0.0422837657707901,,,,,,,,,,0,5000,-77.330444962235,,-73.7941069760968,,0.000225671480793437,,0.000824130765190795,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085428.715,4370,222.069,0,0,0.0102198995029309,17,0.000837031159028007,,2.4445428309062E-7,,81.9090873420166,,0.0239214409284783,,,,,,,,,,0,2500,-81.2516734261215,,-71.1993639084851,,0.00027030707121061,,0.000837032655543854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085437.68,4370,221.3292,0,0,0.0102198995029309,17,0.000839676887236988,,4.28319501408805E-7,,82.1680116914367,,0.0419138623929674,,,,,,,,,,0,2500,-75.6444775027035,,-72.0004978110485,,0.000265434538641077,,0.00083967832574013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085448.48,4370,220.4496,0,0,0.0102198995029309,17,0.000842517288192234,,4.26554301761658E-7,,82.445987856406,,0.0417411386331894,,,,,,,,,,0,2500,-73.9598220958852,,-72.7067239489804,,0.000265464520687396,,0.000842518722169614,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085457.775,4370,219.6677,0,0,0.0102198995029309,17,0.000845097469145657,,4.36308083062218E-7,,82.6984977007268,,0.0426956262475236,,,,,,,,,,0,2500,-75.0588778266814,,-71.9113088750491,,0.000257249920045487,,0.000845098811638164,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085467.255,4370,218.86115,0,0,0.0102198995029309,17,0.000847696307430508,,4.23416678623687E-7,,82.9528335823264,,0.0414341203463078,,,,,,,,,,0,2500,-76.3205334699322,,-72.1799456160565,,0.000273013004006625,,0.000847697814851328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085477.055,4370,218.04045,0,0,0.0102198995029309,17,0.000850373433555035,,4.22894055167505E-7,,83.2148312616429,,0.0413829941602308,,,,,,,,,,0,2500,-75.2609261702928,,-72.8537400953968,,0.000265043024014862,,0.000850374849776687,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085487.67,4370,217.15625,0,0,0.0102198995029309,17,0.000853331006666928,,4.19230122650487E-7,,83.5042751283681,,0.0410244659238383,,,,,,,,,,0,2500,-76.554054514821,,-73.4969311397996,,0.000266869597469919,,0.00085333243749954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085496.985,4370,216.3798,0,0,0.0102198995029309,17,0.000855945033119866,,4.32572704416639E-7,,83.7600978335843,,0.0423301352392302,,,,,,,,,,0,2500,-75.6729772145335,,-73.1892939899359,,0.000272663632802463,,0.0008559465221953,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085506.63,4370,215.57045,0,0,0.0102198995029309,17,0.000858706447968212,,4.34733828110183E-7,,84.0303449090758,,0.0425416304111481,,,,,,,,,,0,2500,-74.2336024659101,,-72.256034799404,,0.000268386715227694,,0.000858707886056211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085516.395,4370,214.7544,0,0,0.0102198995029309,17,0.0008615749593681,,4.42975434062995E-7,,84.3110731968153,,0.0433481391237654,,,,,,,,,,0,2500,-76.4731561671912,,-72.690954268836,,0.000270346203067464,,0.000861576413673556,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085526.1,4370,213.9455,0,0,0.0102198995029309,17,0.00086433253741035,,4.28703211033179E-7,,84.5809450915199,,0.041951517356964,,,,,,,,,,0,2500,-77.1544111114279,,-71.6275266583501,,0.000271437385427428,,0.000864333998801985,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085535.86,4370,213.1353,0,0,0.0102198995029309,17,0.000867101028726178,,4.10171113908594E-7,,84.8518851725151,,0.040138040173827,,,,,,,,,,0,2500,-76.3199662517005,,-73.5374892727744,,0.000266429848784642,,0.000867102432199698,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085546.39,4370,212.27465,0,0,0.0102198995029309,17,0.000870198462230663,,4.25167477644433E-7,,85.1550175616407,,0.0416055485920568,,,,,,,,,,0,2500,-78.7790592529435,,-73.0989653710737,,0.000269697434516787,,0.000870199895221724,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085555.83,4370,211.4767,0,0,0.0102198995029309,17,0.000873012045320429,,4.48028586828706E-7,,85.4303709072835,,0.0438426734757696,,,,,,,,,,0,2500,-72.9302723971384,,-72.0364249533621,,0.000277514323706579,,0.000873013557692732,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085565.11,4370,210.69235,0,0,0.0102198995029309,17,0.000875695153852981,,4.12579905042076E-7,,85.692955413203,,0.0403737892288442,,,,,,,,,,0,2500,-73.7697046267768,,-74.1203834422118,,0.000275141896021675,,0.000875696635922778,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085574.88,4370,209.8664,0,0,0.0102198995029309,17,0.00087877931087923,,3.94038347954508E-7,,85.9947890198653,,0.0385593801274212,,,,,,,,,,0,2500,-77.8099087634992,,-75.9602962224688,,0.000280298707595447,,0.000878780843626346,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085585.565,4370,208.8715,0,0,0.0102198995029309,17,0.000882070505202128,,4.17467514636355E-7,,86.3168847142196,,0.0408521027347003,,,,,,,,,,0,2500,-78.4830283116585,,-75.6954987537712,,0.000275889226600285,,0.000882071984563718,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085594.005,4370,208.18445,0,0,0.0102198995029309,17,0.000884750179423094,,3.90765056584052E-7,,86.5791336032139,,0.0382390899110707,,,,,,,,,,0,2500,-78.7398122164261,,-75.2007685112401,,0.0002806989011188,,0.000884751706176545,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085604.08,4370,207.41935,0,0,0.0102198995029309,17,0.000887958308094569,,4.07370452179595E-7,,86.8931003827058,,0.0398640568440806,,,,,,,,,,0,2500,-77.2281532187875,,-74.5784757130789,,0.000281813232545459,,0.000887959841434101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085614.235,4370,206.6099,0,0,0.0102198995029309,17,0.000891077124777835,,4.40749233525425E-7,,87.1983267505488,,0.0431304186703472,,,,,,,,,,0,2500,-80.3481883614049,,-73.916595097413,,0.000282493747608074,,0.000891078660138927,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085624.73,4370,205.72465,0,0,0.0102198995029309,17,0.000894312036875691,,4.16709006040813E-7,,87.514915126932,,0.0407779254893773,,,,,,,,,,0,2500,-77.4003851661477,,-74.1711115897691,,0.00028544434094412,,0.000894313598807031,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085633.98,4370,204.9338,0,0,0.0102198995029309,17,0.0008972396557869,,4.12553307712232E-7,,87.8014300839029,,0.0403712768837683,,,,,,,,,,0,2500,-74.7545985644494,,-75.9779528249111,,0.00027849444896572,,0.000897241137734293,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085644.71,4370,204.0152,0,0,0.0102198995029309,17,0.000900747757109309,,4.11657427577819E-7,,88.1447548778418,,0.040283620939152,,,,,,,,,,0,2500,-78.3216597326013,,-75.8384412102778,,0.000283995896727368,,0.000900749292182512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085654.76,4370,203.2123,0,0,0.0102198995029309,17,0.000903939896509692,,4.08876024301183E-7,,88.4571578703247,,0.0400114564019702,,,,,,,,,,0,2500,-78.0907870765871,,-76.188532628041,,0.000279477969460169,,0.000903941377880449,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085664.835,4370,202.39725,0,0,0.0102198995029309,17,0.00090723163135788,,4.296834703176E-7,,88.7793081176466,,0.0420476256468195,,,,,,,,,,0,2500,-78.803345474175,,-73.8302004057503,,0.000286443132399998,,0.000907233181840111,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085674.64,4370,201.55385,0,0,0.0102198995029309,17,0.000910412332374779,,4.33326713581497E-7,,89.0905920889141,,0.0424041559293473,,,,,,,,,,0,2500,-77.8100435622123,,-73.2378421748734,,0.000289620822087037,,0.000910413911910947,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085685.345,4370,200.66545,0,0,0.0102198995029309,17,0.000913913902606089,,4.24642212729373E-7,,89.4332786302161,,0.0415543305737585,,,,,,,,,,0,2500,-77.894005414984,,-73.7382543135533,,0.000288554106411584,,0.000913915464521042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085694.545,4370,199.94335,0,0,0.0102198995029309,17,0.000916911703587924,,4.16682414299082E-7,,89.7266632157977,,0.0407754195877866,,,,,,,,,,0,2500,-78.0882888181677,,-75.022004350668,,0.000287956864530635,,0.000916913253958468,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085706.385,4370,199.01055,0,0,0.0102198995029309,17,0.000920794866361651,,4.31829982456045E-7,,90.1066954153444,,0.0422577384010891,,,,,,,,,,0,2500,-76.8252275427094,,-74.6308314451601,,0.000285469355244859,,0.000920796383636506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085714.83,4370,198.2609,0,0,0.0102198995029309,17,0.000923415869215496,,4.23375574134192E-7,,90.3632044000558,,0.041430423122396,,,,,,,,,,0,2500,-77.1791090655254,,-76.2840384848013,,0.000287015935347165,,0.000923417398621693,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085724.065,4370,197.4789,0,0,0.0102198995029309,17,0.000926569895534513,,4.4308599034633E-7,,90.6718788314289,,0.0433592467717227,,,,,,,,,,0,2500,-78.9013455561254,,-72.6914047788207,,0.000287858715765467,,0.000926571428698966,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085732.08,4370,196.7716,0,0,0.0102198995029309,17,0.000929229486079995,,4.32722760546117E-7,,90.9321645751801,,0.0423451355279564,,,,,,,,,,0,2500,-77.4672544416744,,-73.3706654440189,,0.000296654386095617,,0.000929231109708643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085742.87,4370,195.90535,0,0,0.0102198995029309,17,0.000932854061083661,,4.4179727371956E-7,,91.2868905336922,,0.0432331626117224,,,,,,,,,,0,2500,-78.2952701076143,,-76.1984286011097,,0.000292652924014777,,0.000932855635067185,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085752.93,4370,195.0648,0,0,0.0102198995029309,17,0.000936256706159977,,4.29300074556574E-7,,91.6198971345598,,0.0420102318444422,,,,,,,,,,0,2500,-77.4338286970833,,-75.2761629753525,,0.000295956757324434,,0.000936258310032054,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085763.36,4370,194.1924,0,0,0.0102198995029309,17,0.000939811403243748,,4.50064794274908E-7,,91.9677848532896,,0.0440422331857669,,,,,,,,,,0,2500,-80.2001377628671,,-73.2446270672777,,0.000293479088036957,,0.000939812974408646,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085772.945,4370,193.38275,0,0,0.0102198995029309,17,0.000943113416493033,,4.48228515899334E-7,,92.2909433765224,,0.0438625541164718,,,,,,,,,,0,2500,-75.2810619500688,,-74.0476094999783,,0.000294838530367996,,0.000943114996695401,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085782.825,4370,192.55745,0,0,0.0102198995029309,17,0.000946573020963563,,4.47701395675772E-7,,92.6295251321183,,0.0438109844171947,,,,,,,,,,0,2500,-79.3175897699129,,-74.1812640402025,,0.000300834584675552,,0.000946574660079021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085792.225,4370,191.79035,0,0,0.0102198995029309,17,0.000949842348955164,,4.36671725729394E-7,,92.9494852837475,,0.0427316620806433,,,,,,,,,,0,2500,-77.5047064874819,,-77.0075966495821,,0.000300959612236622,,0.00094984398378688,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19085802.62,4370,190.90565,0,0,0.0102198995029309,17,0.000953571038348093,,4.45812485505814E-7,,93.3144021346785,,0.0436261723715189,,,,,,,,,,0,2500,-77.7049483109026,,-74.5646565776817,,0.000301000110784005,,0.000953572667225529,,,,,,,,,,,,,,,,,,,,,,,,,,,
